STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,indic_il,Income and living conditions indicator,sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EA20,Euro area – 20 countries (2023-2025),2024,,57467,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EE,Estonia,2016,,283,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EE,Estonia,2017,,274,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EE,Estonia,2018,,286,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EE,Estonia,2019,,284,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EE,Estonia,2020,,273,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EE,Estonia,2021,,271,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EE,Estonia,2022,,301,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EE,Estonia,2023,,304,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EE,Estonia,2024,,275,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EE,Estonia,2025,,263,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EL,Greece,2016,,2256,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EL,Greece,2017,,2151,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EL,Greece,2018,,1954,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EL,Greece,2019,,1882,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EL,Greece,2020,,1856,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EL,Greece,2021,,2054,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EL,Greece,2022,,1945,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EL,Greece,2023,,1930,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EL,Greece,2024,,1995,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EL,Greece,2025,,1991,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ES,Spain,2016,,10269,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ES,Spain,2017,,9950,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ES,Spain,2018,,9950,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ES,Spain,2019,,9610,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ES,Spain,2020,,9829,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ES,Spain,2021,,10160,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ES,Spain,2022,,9585,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ES,Spain,2023,,9567,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ES,Spain,2024,,9495,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,ES,Spain,2025,,9483,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,,86908,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,,85209,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,,85955,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU27_2007,European Union - 27 countries (2007-2013),2016,,86098,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU27_2007,European Union - 27 countries (2007-2013),2017,,84388,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU27_2007,European Union - 27 countries (2007-2013),2018,,85172,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2016,,76640,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2017,,74134,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2018,,73787,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2019,,72273,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2020,,73393,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2021,,73799,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2022,,72930,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2023,,71597,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2024,,72093,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU28,European Union - 28 countries (2013-2020),2016,,86908,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU28,European Union - 28 countries (2013-2020),2017,,85209,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,EU28,European Union - 28 countries (2013-2020),2018,,85955,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,FI,Finland,2016,,630,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,FI,Finland,2017,,621,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,FI,Finland,2018,,652,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,FI,Finland,2019,,632,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,FI,Finland,2020,,666,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,FI,Finland,2021,,588,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,FI,Finland,2022,,692,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,FI,Finland,2023,,666,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,FI,Finland,2024,,694,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,FI,Finland,2025,,743,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,FR,France,2016,,8562,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,FR,France,2017,,8310,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,FR,France,2018,,8497,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,FR,France,2019,,8471,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,FR,France,2020,,8975,,b,break in time series,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,FR,France,2021,,9090,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,FR,France,2022,,10280,,b,break in time series,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,FR,France,2023,,10207,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,FR,France,2024,,10553,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HR,Croatia,2016,,810,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HR,Croatia,2017,,821,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HR,Croatia,2018,,783,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HR,Croatia,2019,,737,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HR,Croatia,2020,,720,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HR,Croatia,2021,,752,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HR,Croatia,2022,,683,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HR,Croatia,2023,,718,,b,break in time series,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HR,Croatia,2024,,759,,b,break in time series,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HR,Croatia,2025,,732,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HU,Hungary,2016,,1398,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HU,Hungary,2017,,1293,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HU,Hungary,2018,,1227,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HU,Hungary,2019,,1329,,b,break in time series,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HU,Hungary,2020,,1324,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HU,Hungary,2021,,1250,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HU,Hungary,2022,,1272,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HU,Hungary,2023,,1304,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),T,Total,TOTAL,Total,HU,Hungary,2024,,1346,,,,,
